task,domain,arm,repeat,run,reward,private_passed,private_collected,run_record_present,session_present,status,model,effort,work_seconds,prepare_seconds,stage_usage_unknown,explicit_unknown_inflight,old_stage_input,old_stage_output,trial_path
113,Electrical Engineering,baseline,2,deepseek-locked89-k2-v2,0,9,13,1,1,completed,deepseek-flash,low,622.3533051669365,0,0,0,991090,19160,runs/deepseek-locked89-k2-v2/jobs/task-113-baseline/task_113__RVjGboZ
113,Electrical Engineering,cbe,2,deepseek-locked89-k2-v2,0,7,13,1,1,completed,deepseek-flash,low,716.3418044169666,83.29603225004394,0,0,2110138,24312,runs/deepseek-locked89-k2-v2/jobs/task-113-science/task_113__yWYqUvn
115,Civil Engineering,baseline,2,deepseek-locked89-k2-v2,1,97,97,1,1,completed,deepseek-flash,low,483.7421725419117,0,0,0,729683,24567,runs/deepseek-locked89-k2-v2/jobs/task-115-baseline/task_115__sfCEKMK
115,Civil Engineering,cbe,2,deepseek-locked89-k2-v2,1,97,97,1,1,completed,deepseek-flash,low,907.6231046670582,120.18145870801527,0,0,2097964,39991,runs/deepseek-locked89-k2-v2/jobs/task-115-science/task_115__ABfjsC5
116,Civil Engineering,baseline,2,deepseek-locked89-k2-v2,0,85,93,1,1,completed,deepseek-flash,low,1296.4680404160172,0,0,0,5038723,70334,runs/deepseek-locked89-k2-v2/jobs/task-116-baseline/task_116__uYnNrVP
116,Civil Engineering,cbe,2,deepseek-locked89-k2-v2,1,93,93,1,1,completed,deepseek-flash,low,1433.9437152490718,109.54620420804713,0,0,7767161,77439,runs/deepseek-locked89-k2-v2/jobs/task-116-science/task_116__HNq6sVz
117,Civil Engineering,baseline,2,deepseek-locked89-k2-v2,0,3,6,1,1,completed,deepseek-flash,low,1489.2747589169303,0,0,0,10657561,101046,runs/deepseek-locked89-k2-v2/jobs/task-117-baseline/task_117__AsLozEq
117,Civil Engineering,cbe,2,deepseek-locked89-k2-v2,0,2,6,1,1,completed,deepseek-flash,low,1323.5363841659855,100.14806629100349,0,0,7667295,92110,runs/deepseek-locked89-k2-v2/jobs/task-117-science/task_117__mQCbmWX
118,Chemistry,baseline,2,deepseek-locked89-k2-v2,0,2,9,1,1,timeout,deepseek-flash,low,1799.9851192919305,0,1,0,0,0,runs/deepseek-locked89-k2-v2/jobs/task-118-baseline/task_118__8tw7o42
118,Chemistry,cbe,2,deepseek-locked89-k2-v2,0,5,9,1,1,infrastructure_failure,deepseek-flash,low,1790.9605217080098,88.6643989160657,1,0,0,0,runs/deepseek-locked89-k2-v2/jobs/task-118-science/task_118__9n7KZEw
003,Materials Science and Engineering,baseline,3,deepseek-locked89-k3-clean-v1,0,3,6,1,1,completed,deepseek-flash,low,166.43207108299248,0,0,0,853567,15029,runs/deepseek-locked89-k3-clean-v1/jobs/task-003-baseline/task_003__Q5u5oy9
003,Materials Science and Engineering,cbe,3,deepseek-locked89-k3-clean-v1,0,2,6,1,1,completed,deepseek-flash,low,255.2943595420802,8.748154792003334,0,0,1161143,21261,runs/deepseek-locked89-k3-clean-v1/jobs/task-003-science/task_003__urmNBXk
007,Biomedical Engineering,baseline,3,deepseek-locked89-k3-clean-v1,1,6,6,1,1,completed,deepseek-flash,low,647.8411657500546,0,0,0,4170811,76966,runs/deepseek-locked89-k3-clean-v1/jobs/task-007-baseline/task_007__i8BPVc4
007,Biomedical Engineering,cbe,3,deepseek-locked89-k3-clean-v1,1,6,6,1,1,completed,deepseek-flash,low,1606.255085457,7.5155447910074145,0,0,6527966,92673,runs/deepseek-locked89-k3-clean-v1/jobs/task-007-science/task_007__FF4ahy2
011,Physics,baseline,3,deepseek-locked89-k3-clean-v1,0,3,5,1,1,completed,deepseek-flash,low,369.1957458750112,0,0,0,2160186,52159,runs/deepseek-locked89-k3-clean-v1/jobs/task-011-baseline/task_011__AiimxK3
011,Physics,cbe,3,deepseek-locked89-k3-clean-v1,0,3,5,1,1,completed,deepseek-flash,low,490.91308262501843,6.367791375028901,0,0,8794115,51033,runs/deepseek-locked89-k3-clean-v1/jobs/task-011-science/task_011__QVUvmSG
012,Physics,baseline,3,deepseek-locked89-k3-clean-v1,0,9,10,1,1,completed,deepseek-flash,low,147.8176035840297,0,0,0,577845,16191,runs/deepseek-locked89-k3-clean-v1/jobs/task-012-baseline/task_012__wXbvp6s
012,Physics,cbe,3,deepseek-locked89-k3-clean-v1,0,9,10,1,1,completed,deepseek-flash,low,923.6098964581033,5.561022875015624,0,0,2959680,28644,runs/deepseek-locked89-k3-clean-v1/jobs/task-012-science/task_012__MaYb8Zk
013,Physics,baseline,3,deepseek-locked89-k3-clean-v1,1,5,5,1,1,completed,deepseek-flash,low,99.37078141595703,0,0,0,438822,11435,runs/deepseek-locked89-k3-clean-v1/jobs/task-013-baseline/task_013__uDCZwuy
013,Physics,cbe,3,deepseek-locked89-k3-clean-v1,1,5,5,1,1,completed,deepseek-flash,low,93.69497141696047,6.948083249968477,0,0,408193,6710,runs/deepseek-locked89-k3-clean-v1/jobs/task-013-science/task_013__JbiGeRs
015,Biomedical Engineering,baseline,3,deepseek-locked89-k3-clean-v1,1,31,31,1,1,completed,deepseek-flash,low,500.58371899998747,0,0,0,2009766,60542,runs/deepseek-locked89-k3-clean-v1/jobs/task-015-baseline/task_015__TySYWKA
015,Biomedical Engineering,cbe,3,deepseek-locked89-k3-clean-v1,1,31,31,1,1,completed,deepseek-flash,low,849.8177040839801,5.980557875009254,0,0,6431265,80506,runs/deepseek-locked89-k3-clean-v1/jobs/task-015-science/task_015__qN22Yjp
017,Astronomy,baseline,3,deepseek-locked89-k3-clean-v1,1,12,12,1,1,completed,deepseek-flash,low,916.8459683340043,0,0,0,4325623,78626,runs/deepseek-locked89-k3-clean-v1/jobs/task-017-baseline/task_017__bFDz2iK
017,Astronomy,cbe,3,deepseek-locked89-k3-clean-v1,1,12,12,1,1,completed,deepseek-flash,low,866.6712929579662,24.039521291968413,0,0,2795645,58384,runs/deepseek-locked89-k3-clean-v1/jobs/task-017-science/task_017__daEdrdN
018,Biology,baseline,3,deepseek-locked89-k3-clean-v1,0,5,5,1,1,completed,deepseek-flash,low,768.9815352089936,0,0,0,1158491,20188,runs/deepseek-locked89-k3-clean-v1/jobs/task-018-baseline/task_018__Ebxwihe
018,Biology,cbe,3,deepseek-locked89-k3-clean-v1,0,0,5,1,1,completed,deepseek-flash,low,1101.5295532920863,222.29875420802273,0,0,2443138,29966,runs/deepseek-locked89-k3-clean-v1/jobs/task-018-science/task_018__9hh5eDs
020,Materials Science and Engineering,baseline,3,deepseek-locked89-k3-clean-v1,0,11,12,1,1,completed,deepseek-flash,low,213.66564633394592,0,0,0,731310,31432,runs/deepseek-locked89-k3-clean-v1/jobs/task-020-baseline/task_020__UumiEKB
020,Materials Science and Engineering,cbe,3,deepseek-locked89-k3-clean-v1,0,10,12,1,1,completed,deepseek-flash,low,285.7846251669107,4.478254458983429,0,0,2153756,38601,runs/deepseek-locked89-k3-clean-v1/jobs/task-020-science/task_020__yocjumv
021,Chemistry,baseline,3,deepseek-locked89-k3-clean-v1,0,9,15,1,1,completed,deepseek-flash,low,1777.897114375024,0,0,0,6096359,121798,runs/deepseek-locked89-k3-clean-v1/jobs/task-021-baseline/task_021__KXnNDaT
021,Chemistry,cbe,3,deepseek-locked89-k3-clean-v1,0,10,15,1,1,completed,deepseek-flash,low,804.377587207011,9.591138915973715,0,0,5929871,74647,runs/deepseek-locked89-k3-clean-v1/jobs/task-021-science/task_021__cKgWXRy
022,Biomedical Engineering,baseline,3,deepseek-locked89-k3-clean-v1,0,10,12,1,1,completed,deepseek-flash,low,744.2332632500911,0,0,0,3305652,68022,runs/deepseek-locked89-k3-clean-v1/jobs/task-022-baseline/task_022__avQVNyD
022,Biomedical Engineering,cbe,3,deepseek-locked89-k3-clean-v1,0,11,12,1,1,infrastructure_failure,deepseek-flash,low,1799.3439425419783,16.091759499977343,0,0,5128389,84291,runs/deepseek-locked89-k3-clean-v1/jobs/task-022-science/task_022__nknsu7y
023,Chemistry,baseline,3,deepseek-locked89-k3-clean-v1,1,8,8,1,1,timeout,deepseek-flash,low,1799.145029834006,0,0,0,5118516,66340,runs/deepseek-locked89-k3-clean-v1/jobs/task-023-baseline/task_023__AzHAMne
023,Chemistry,cbe,3,deepseek-locked89-k3-clean-v1,1,8,8,1,1,completed,deepseek-flash,low,636.9622109581251,16.60292091604788,0,0,2999694,44237,runs/deepseek-locked89-k3-clean-v1/jobs/task-023-science/task_023__YQpLBzY
026,Atmospheric Science,baseline,3,deepseek-locked89-k3-clean-v1,0,8,9,1,1,completed,deepseek-flash,low,820.7176690000342,0,0,0,4258335,61298,runs/deepseek-locked89-k3-clean-v1/jobs/task-026-baseline/task_026__AcvgyGq
026,Atmospheric Science,cbe,3,deepseek-locked89-k3-clean-v1,0,8,9,1,1,completed,deepseek-flash,low,828.1566488330718,17.563130958005786,0,0,3249017,45237,runs/deepseek-locked89-k3-clean-v1/jobs/task-026-science/task_026__o7oLPgo
029,Biology,baseline,3,deepseek-locked89-k3-clean-v1,0,27,29,1,1,completed,deepseek-flash,low,863.513304791064,0,0,0,5510536,91939,runs/deepseek-locked89-k3-clean-v1/jobs/task-029-baseline/task_029__vToj9m9
029,Biology,cbe,3,deepseek-locked89-k3-clean-v1,0,14,29,1,1,infrastructure_failure,deepseek-flash,low,1799.4703981250059,20.296135833021253,1,0,0,0,runs/deepseek-locked89-k3-clean-v1/jobs/task-029-science/task_029__ZjJxYsD
030,Materials Science and Engineering,baseline,3,deepseek-locked89-k3-clean-v1,1,10,10,1,1,completed,deepseek-flash,low,327.7910934170941,0,0,0,663165,19802,runs/deepseek-locked89-k3-clean-v1/jobs/task-030-baseline/task_030__J5R3Vc9
030,Materials Science and Engineering,cbe,3,deepseek-locked89-k3-clean-v1,1,10,10,1,1,completed,deepseek-flash,low,1703.1406825829763,34.677452874951996,0,0,3544521,28201,runs/deepseek-locked89-k3-clean-v1/jobs/task-030-science/task_030__qXGQUpe
031,Biomedical Engineering,baseline,3,deepseek-locked89-k3-clean-v1,1,41,41,1,1,completed,deepseek-flash,low,644.366601375048,0,0,0,2331707,36411,runs/deepseek-locked89-k3-clean-v1/jobs/task-031-baseline/task_031__wwT3HkH
031,Biomedical Engineering,cbe,3,deepseek-locked89-k3-clean-v1,1,41,41,1,1,completed,deepseek-flash,low,547.3090133749647,40.471170958015136,0,0,3207609,41259,runs/deepseek-locked89-k3-clean-v1/jobs/task-031-science/task_031__fuogvbf
032,Chemistry,baseline,3,deepseek-locked89-k3-clean-v1,1,6,6,1,1,timeout,deepseek-flash,low,1800.0827244999819,0,1,0,0,0,runs/deepseek-locked89-k3-clean-v1/jobs/task-032-baseline/task_032__ZtBxmTZ
032,Chemistry,cbe,3,deepseek-locked89-k3-clean-v1,1,6,6,1,1,infrastructure_failure,deepseek-flash,low,1799.1236604579026,26.94044983293861,0,0,3570949,51763,runs/deepseek-locked89-k3-clean-v1/jobs/task-032-science/task_032__3apXZPz
033,Materials Science and Engineering,baseline,3,deepseek-locked89-k3-clean-v1,0,5,10,1,1,timeout,deepseek-flash,low,1799.0376905410085,0,0,0,698858,37472,runs/deepseek-locked89-k3-clean-v1/jobs/task-033-baseline/task_033__pDqQbCd
033,Materials Science and Engineering,cbe,3,deepseek-locked89-k3-clean-v1,0,6,10,1,1,infrastructure_failure,deepseek-flash,low,1799.0766632490559,54.496673958026804,0,0,3140484,29385,runs/deepseek-locked89-k3-clean-v1/jobs/task-033-science/task_033__PJY4Xbh
034,Mathematics,baseline,3,rerun-missing-k3-v1,0,1,8,1,1,timeout,deepseek-flash,low,1799.9184235830326,0,0,0,6847189,90147,runs/rerun-missing-k3-v1/jobs/task-034-baseline/task_034__WUVEszN
034,Mathematics,cbe,3,rerun-missing-k3-v1,0,1,8,1,1,timeout,deepseek-flash,low,1799.0806960001355,15.4533361250069,1,1,0,0,runs/rerun-missing-k3-v1/jobs/task-034-science/task_034__ZmQX9SH
035,Mathematics,baseline,3,deepseek-locked89-k3-clean-v1,0,8,14,1,1,timeout,deepseek-flash,low,1799.6496861670166,0,0,0,5019090,86671,runs/deepseek-locked89-k3-clean-v1/jobs/task-035-baseline/task_035__U5mYpy6
035,Mathematics,cbe,3,deepseek-locked89-k3-clean-v1,0,8,14,1,1,completed,deepseek-flash,low,1218.1270081670955,30.665484750061296,0,0,5123778,58354,runs/deepseek-locked89-k3-clean-v1/jobs/task-035-science/task_035__PW2ELXe
036,Marine Science,baseline,3,deepseek-locked89-k3-clean-v1,0,8,9,1,1,completed,deepseek-flash,low,1521.4122761250474,0,0,0,11826210,92136,runs/deepseek-locked89-k3-clean-v1/jobs/task-036-baseline/task_036__5K3tgJA
036,Marine Science,cbe,3,deepseek-locked89-k3-clean-v1,0,8,9,1,1,completed,deepseek-flash,low,1258.6786058750004,35.252600125037134,0,0,7450152,80960,runs/deepseek-locked89-k3-clean-v1/jobs/task-036-science/task_036__s2XHhm3
037,Biomedical Engineering,baseline,3,deepseek-locked89-k3-clean-v1,0,3,13,1,1,completed,deepseek-flash,low,1109.6704102500807,0,0,0,5250903,120646,runs/deepseek-locked89-k3-clean-v1/jobs/task-037-baseline/task_037__ESAAQFd
037,Biomedical Engineering,cbe,3,deepseek-locked89-k3-clean-v1,0,3,13,1,1,infrastructure_failure,deepseek-flash,low,1799.6864125418942,20.511180499917828,0,0,4866007,123614,runs/deepseek-locked89-k3-clean-v1/jobs/task-037-science/task_037__ejmUXqa
038,Materials Science and Engineering,baseline,3,deepseek-locked89-k3-clean-v1,1,15,15,1,1,completed,deepseek-flash,low,1465.3433586250758,0,0,0,6653256,77201,runs/deepseek-locked89-k3-clean-v1/jobs/task-038-baseline/task_038__56Yy4KL
038,Materials Science and Engineering,cbe,3,deepseek-locked89-k3-clean-v1,1,15,15,1,1,completed,deepseek-flash,low,1796.781874208129,116.11288120807149,0,0,5299839,64025,runs/deepseek-locked89-k3-clean-v1/jobs/task-038-science/task_038__XudcuDb
039,Geography,baseline,3,deepseek-locked89-k3-clean-v1,0,4,11,1,1,timeout,deepseek-flash,low,1800.034757791087,0,1,0,0,0,runs/deepseek-locked89-k3-clean-v1/jobs/task-039-baseline/task_039__84fbtJE
039,Geography,cbe,3,deepseek-locked89-k3-clean-v1,0,4,11,1,1,completed,deepseek-flash,low,1268.7365474579856,63.484320332994685,0,0,5628722,65228,runs/deepseek-locked89-k3-clean-v1/jobs/task-039-science/task_039__MCAFrCH
040,Geophysics,baseline,3,rerun-missing-k3-v1,0,0,3,1,1,timeout,deepseek-flash,low,1800.004170625005,0,1,0,0,0,runs/rerun-missing-k3-v1/jobs/task-040-baseline/task_040__isChK4d
040,Geophysics,cbe,3,rerun-missing-k3-v1,0,0,3,1,1,timeout,deepseek-flash,low,1799.255440833047,15.231212791986763,0,0,1919285,30591,runs/rerun-missing-k3-v1/jobs/task-040-science/task_040__rCXFe2N
041,Geophysics,baseline,3,deepseek-locked89-k3-clean-v1,0,3,24,1,1,completed,deepseek-flash,low,1127.8826947499765,0,0,0,4212865,63184,runs/deepseek-locked89-k3-clean-v1/jobs/task-041-baseline/task_041__7nsHU5V
041,Geophysics,cbe,3,deepseek-locked89-k3-clean-v1,0,7,24,1,1,completed,deepseek-flash,low,1084.26161691593,49.200726166018285,0,0,5364792,66657,runs/deepseek-locked89-k3-clean-v1/jobs/task-041-science/task_041__Pq4xzW8
042,Astronomy,baseline,3,deepseek-locked89-k3-clean-v1,0,6,16,1,1,timeout,deepseek-flash,low,1799.0197656250093,0,0,0,6676319,62997,runs/deepseek-locked89-k3-clean-v1/jobs/task-042-baseline/task_042__myu2hZB
042,Astronomy,cbe,3,deepseek-locked89-k3-clean-v1,1,16,16,1,1,completed,deepseek-flash,low,1293.8465322910342,49.564767415984534,0,0,4628984,54257,runs/deepseek-locked89-k3-clean-v1/jobs/task-042-science/task_042__sUpDWzR
043,Materials Science and Engineering,baseline,3,deepseek-locked89-k3-clean-v1,0,4,8,1,1,completed,deepseek-flash,low,1413.6146647920832,0,0,0,1696807,48656,runs/deepseek-locked89-k3-clean-v1/jobs/task-043-baseline/task_043__rCRbbZC
043,Materials Science and Engineering,cbe,3,deepseek-locked89-k3-clean-v1,0,4,8,1,1,infrastructure_failure,deepseek-flash,low,1796.84412741696,129.01304087496828,0,0,2859708,56191,runs/deepseek-locked89-k3-clean-v1/jobs/task-043-science/task_043__QhpEhiB
044,Chemistry,baseline,3,deepseek-locked89-k3-clean-v1,0,8,15,1,1,completed,deepseek-flash,low,1227.7946127920877,0,0,0,2722107,40601,runs/deepseek-locked89-k3-clean-v1/jobs/task-044-baseline/task_044__9Ef4UU6
044,Chemistry,cbe,3,deepseek-locked89-k3-clean-v1,0,8,15,1,1,completed,deepseek-flash,low,1340.645215500961,209.05718929192517,0,0,2454426,37291,runs/deepseek-locked89-k3-clean-v1/jobs/task-044-science/task_044__4kqXwqF
046,Astronomy,baseline,3,deepseek-locked89-k3-clean-v1,0,6,10,1,1,completed,deepseek-flash,low,914.7813622079557,0,0,0,2988083,54323,runs/deepseek-locked89-k3-clean-v1/jobs/task-046-baseline/task_046__LZXX3HG
046,Astronomy,cbe,3,deepseek-locked89-k3-clean-v1,0,6,10,1,1,completed,deepseek-flash,low,1748.2161030001007,58.58123016706668,0,0,4687190,57466,runs/deepseek-locked89-k3-clean-v1/jobs/task-046-science/task_046__Hjz592y
047,Information and Communication Engineering,baseline,3,deepseek-locked89-k3-clean-v1,0,4,7,1,1,timeout,deepseek-flash,low,1799.1066632500151,0,0,0,8450064,88038,runs/deepseek-locked89-k3-clean-v1/jobs/task-047-baseline/task_047__yp4Sh6T
047,Information and Communication Engineering,cbe,3,deepseek-locked89-k3-clean-v1,0,1,7,1,1,infrastructure_failure,deepseek-flash,low,1798.8800437919563,85.3691180839669,0,0,2338703,36721,runs/deepseek-locked89-k3-clean-v1/jobs/task-047-science/task_047__hEiqTSR
048,Chemistry,baseline,3,deepseek-locked89-k3-clean-v1,0,5,13,1,1,timeout,deepseek-flash,low,1799.053204457974,0,0,0,8557663,85662,runs/deepseek-locked89-k3-clean-v1/jobs/task-048-baseline/task_048__u82CMCN
048,Chemistry,cbe,3,deepseek-locked89-k3-clean-v1,0,5,13,1,1,infrastructure_failure,deepseek-flash,low,1797.3487053748686,276.96471433294937,0,0,7517841,69142,runs/deepseek-locked89-k3-clean-v1/jobs/task-048-science/task_048__uhe34dk
049,Mathematics,baseline,3,deepseek-locked89-k3-clean-v1,0,11,13,1,1,timeout,deepseek-flash,low,1799.031148790964,0,0,0,3284527,40900,runs/deepseek-locked89-k3-clean-v1/jobs/task-049-baseline/task_049__grUNHRV
049,Mathematics,cbe,3,deepseek-locked89-k3-clean-v1,0,11,13,1,1,infrastructure_failure,deepseek-flash,low,1798.6177367910277,184.39384762500413,0,0,2564897,40714,runs/deepseek-locked89-k3-clean-v1/jobs/task-049-science/task_049__DJ73NRt
050,Physics,baseline,3,deepseek-locked89-k3-clean-v1,0,9,11,1,1,completed,deepseek-flash,low,1534.8370920419693,0,0,0,2820193,42890,runs/deepseek-locked89-k3-clean-v1/jobs/task-050-baseline/task_050__Y3C4fEN
050,Physics,cbe,3,deepseek-locked89-k3-clean-v1,0,9,11,1,1,completed,deepseek-flash,low,1269.4419700000435,382.70568787504453,0,0,1662606,30938,runs/deepseek-locked89-k3-clean-v1/jobs/task-050-science/task_050__EboUwiZ
052,Materials Science and Engineering,baseline,3,rerun-missing-k3-v1,0,12,16,1,1,completed,deepseek-flash,low,476.1234870409826,0,0,0,3453785,40589,runs/rerun-missing-k3-v1/jobs/task-052-baseline/task_052__ZXTntdV
052,Materials Science and Engineering,cbe,3,rerun-missing-k3-v1,0,12,16,1,1,completed,deepseek-flash,low,436.8354392090114,13.184224124997854,0,0,4949157,35693,runs/rerun-missing-k3-v1/jobs/task-052-science/task_052__rbjeb9R
053,Biomedical Engineering,baseline,3,deepseek-locked89-k3-clean-v1,0,2,6,1,1,timeout,deepseek-flash,low,1800.0019734170055,0,1,0,0,0,runs/deepseek-locked89-k3-clean-v1/jobs/task-053-baseline/task_053__5Qk389t
053,Biomedical Engineering,cbe,3,deepseek-locked89-k3-clean-v1,0,2,6,1,1,infrastructure_failure,deepseek-flash,low,1794.2275220840238,108.67983287503012,1,0,0,0,runs/deepseek-locked89-k3-clean-v1/jobs/task-053-science/task_053__edPN2MW
054,Chemistry,baseline,3,rerun-missing-k3-v1,0,3,7,1,1,completed,deepseek-flash,low,1038.0872537080431,0,0,0,4600837,108488,runs/rerun-missing-k3-v1/jobs/task-054-baseline/task_054__LeCnrj5
054,Chemistry,cbe,3,deepseek-locked89-k3-clean-v1,0,3,7,1,1,infrastructure_failure,deepseek-flash,low,1799.1815474999603,31.926877666963264,1,0,0,0,runs/deepseek-locked89-k3-clean-v1/jobs/task-054-science/task_054__UCw3KJ2
055,Astronomy,baseline,3,rerun-missing-k3-v1,0,10,18,1,1,completed,deepseek-flash,low,702.4493728749221,0,1,1,0,0,runs/rerun-missing-k3-v1/jobs/task-055-baseline/task_055__ww5H7cd
055,Astronomy,cbe,3,deepseek-locked89-k3-clean-v1,0,8,18,1,1,completed,deepseek-flash,low,1592.2607895008987,76.9020199169172,0,0,10817224,68750,runs/deepseek-locked89-k3-clean-v1/jobs/task-055-science/task_055__Du8oqvp
056,Aeronautical and Astronautical Science and Technology,baseline,3,deepseek-locked89-k3-clean-v1,1,10,10,1,1,completed,deepseek-flash,low,895.0332191250054,0,0,0,493124,11107,runs/deepseek-locked89-k3-clean-v1/jobs/task-056-baseline/task_056__zJj6KBD
056,Aeronautical and Astronautical Science and Technology,cbe,3,deepseek-locked89-k3-clean-v1,0,1,10,1,1,completed,deepseek-flash,low,1656.0155803340022,316.91515987506136,0,0,5176957,18023,runs/deepseek-locked89-k3-clean-v1/jobs/task-056-science/task_056__tETJMpn
057,Chemistry,baseline,3,deepseek-locked89-k3-clean-v1,0,8,11,1,1,completed,deepseek-flash,low,1581.0176339159952,0,0,0,8121158,59546,runs/deepseek-locked89-k3-clean-v1/jobs/task-057-baseline/task_057__Ehy2Q2t
057,Chemistry,cbe,3,deepseek-locked89-k3-clean-v1,0,8,11,1,1,timeout,deepseek-flash,low,1798.4224715840537,154.91204345901497,0,0,13066779,46055,runs/deepseek-locked89-k3-clean-v1/jobs/task-057-science/task_057__SDJ6EC4
059,Computer Science and Technology,baseline,3,deepseek-locked89-k3-clean-v1,0,7,9,1,1,completed,deepseek-flash,low,818.3782597091049,0,0,0,2173813,41450,runs/deepseek-locked89-k3-clean-v1/jobs/task-059-baseline/task_059__wD4oReB
059,Computer Science and Technology,cbe,3,deepseek-locked89-k3-clean-v1,0,2,9,1,1,completed,deepseek-flash,low,970.2391299589071,88.1311377089005,0,0,2627586,43753,runs/deepseek-locked89-k3-clean-v1/jobs/task-059-science/task_059__QG9vTNF
060,Biomedical Engineering,baseline,3,deepseek-locked89-k3-clean-v1,0,4,11,1,1,completed,deepseek-flash,low,536.669288916979,0,0,0,1209094,17150,runs/deepseek-locked89-k3-clean-v1/jobs/task-060-baseline/task_060__eBKnhdi
060,Biomedical Engineering,cbe,3,deepseek-locked89-k3-clean-v1,0,4,11,1,1,completed,deepseek-flash,low,597.1785315829329,156.7715830419911,0,0,1210434,6974,runs/deepseek-locked89-k3-clean-v1/jobs/task-060-science/task_060__WnZJPKG
062,Materials Science and Engineering,baseline,3,deepseek-locked89-k3-clean-v1,0,11,17,1,1,timeout,deepseek-flash,low,1645.7040528749349,0,0,0,18654480,59611,runs/deepseek-locked89-k3-clean-v1/jobs/task-062-baseline/task_062__FY2DhZA
062,Materials Science and Engineering,cbe,3,deepseek-locked89-k3-clean-v1,0,11,17,1,1,infrastructure_failure,deepseek-flash,low,1797.7076177500421,177.2260650000535,1,0,0,0,runs/deepseek-locked89-k3-clean-v1/jobs/task-062-science/task_062__nHHokGt
063,Biology,baseline,3,deepseek-locked89-k3-clean-v1,0,7,18,1,1,completed,deepseek-flash,low,1332.5744578749873,0,0,0,15745676,65576,runs/deepseek-locked89-k3-clean-v1/jobs/task-063-baseline/task_063__EAfZKNK
063,Biology,cbe,3,rerun-missing-k3-v1,1,18,18,1,1,completed,deepseek-flash,low,856.2506675010081,57.03787787503097,1,1,0,0,runs/rerun-missing-k3-v1/jobs/task-063-science/task_063__ridhFyb
064,Chemistry,baseline,3,deepseek-locked89-k3-clean-v1,0,2,8,1,1,timeout,deepseek-flash,low,1734.903739875066,0,0,0,16991884,69928,runs/deepseek-locked89-k3-clean-v1/jobs/task-064-baseline/task_064__QAeqkvP
064,Chemistry,cbe,3,deepseek-locked89-k3-clean-v1,0,2,8,1,1,completed,deepseek-flash,low,1318.612852249993,47.93187333305832,0,0,12083131,78903,runs/deepseek-locked89-k3-clean-v1/jobs/task-064-science/task_064__cvyPpjB
065,Astronomy,baseline,3,deepseek-locked89-k3-clean-v1,0,3,7,1,1,timeout,deepseek-flash,low,1388.9786991670262,0,0,0,15091133,47760,runs/deepseek-locked89-k3-clean-v1/jobs/task-065-baseline/task_065__pua7m7s
065,Astronomy,cbe,3,deepseek-locked89-k3-clean-v1,0,3,7,1,1,timeout,deepseek-flash,low,1538.4433767910814,269.13037625001743,0,0,14735963,59308,runs/deepseek-locked89-k3-clean-v1/jobs/task-065-science/task_065__eyFxcuM
066,Atmospheric Science,baseline,3,deepseek-locked89-k3-clean-v1,0,1,6,1,1,timeout,deepseek-flash,low,1298.3289112499915,0,0,0,13911599,32418,runs/deepseek-locked89-k3-clean-v1/jobs/task-066-baseline/task_066__EPi9MNg
066,Atmospheric Science,cbe,3,deepseek-locked89-k3-clean-v1,0,1,6,1,1,completed,deepseek-flash,low,1146.8501737080514,179.59402804099955,0,0,11577402,36039,runs/deepseek-locked89-k3-clean-v1/jobs/task-066-science/task_066__48y8LdR
067,Atmospheric Science,baseline,3,deepseek-locked89-k3-clean-v1,0,3,6,1,1,timeout,deepseek-flash,low,1182.0883234159555,0,0,0,14606161,52095,runs/deepseek-locked89-k3-clean-v1/jobs/task-067-baseline/task_067__DUoeMAt
067,Atmospheric Science,cbe,3,rerun-missing-k3-v1,1,6,6,1,1,completed,deepseek-flash,low,279.6954334160546,11.899410958052613,0,0,1214529,29034,runs/rerun-missing-k3-v1/jobs/task-067-science/task_067__GZmUpZB
068,Biology,baseline,3,deepseek-locked89-k3-clean-v1,0,0,3,1,1,timeout,deepseek-flash,low,1228.2358792079613,0,0,0,10628779,47930,runs/deepseek-locked89-k3-clean-v1/jobs/task-068-baseline/task_068__3RKMmBC
068,Biology,cbe,3,deepseek-locked89-k3-clean-v1,0,0,3,1,1,timeout,deepseek-flash,low,1226.4561424161075,108.40680666605476,0,0,11322221,43896,runs/deepseek-locked89-k3-clean-v1/jobs/task-068-science/task_068__YutfiGT
069,Biology,baseline,3,deepseek-locked89-k3-clean-v1,0,1,4,1,1,timeout,deepseek-flash,low,1005.2902706670575,0,0,0,7308453,19263,runs/deepseek-locked89-k3-clean-v1/jobs/task-069-baseline/task_069__8gsa2Gq
069,Biology,cbe,3,deepseek-locked89-k3-clean-v1,0,1,4,1,1,timeout,deepseek-flash,low,1111.7641912919935,217.40610441705212,0,0,12214870,17942,runs/deepseek-locked89-k3-clean-v1/jobs/task-069-science/task_069__AmGkwuB
071,Physics,baseline,3,deepseek-locked89-k3-clean-v1,0,2,5,1,1,completed,deepseek-flash,low,1233.8327115409775,0,1,1,0,0,runs/deepseek-locked89-k3-clean-v1/jobs/task-071-baseline/task_071__FSn2aQR
071,Physics,cbe,3,deepseek-locked89-k3-clean-v1,0,2,5,1,1,completed,deepseek-flash,low,848.7010110409465,142.2848900409881,0,0,7212363,56398,runs/deepseek-locked89-k3-clean-v1/jobs/task-071-science/task_071__skjSQLP
